STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,23-Feb-2020
Time,8:37
Box Index,1
ExptType,0
SessionRecord,118

Session Title,SCB
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,SCB_2
DB Ref,SCB_nbk_shaping07
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,240000
Pellet Count,0
Fluid Count,146
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
318,
AutoControl,Index,3,
AC Comment,,T2_retrain - 1T1D (110x110)  VT/HZ = 1:1 (Tc-6, Dc-1-3)
01_cross,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_120,vt1_120,hz2_120,vt2_120,hz3_120,vt3_120,hz4_120,vt4_120,hz5_120,vt5_120,hz7_120,vt7_120,hz8_120,vt8_120,hz6_110,hz1_110,vt6_110,vt1_110,hz2_110,vt2_110,hz3_110,vt3_110,hz4_110,vt4_110,hz5_110,vt5_110,hz6_110,vt6_110,hz7_110,vt7_110,hz8_110,vt8_110,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
84,0,0,0,0,1000,1,0,0,0,0,
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,
T2TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Target,Dummy,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,Report,Report,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Entry,Exit,
0,0,1,0,1003,1601,1601,1730,1730,0,0,0,0,1,0,0,0,1730,1830,0,1830,1865,
1,1,0,1,1868,3105,3105,3274,0,3274,0,1,0,1,0,0,0,0,0,0,0,0,
2,0,0,2,3427,3568,3568,3596,3596,0,0,0,1,0,0,0,0,3596,3696,0,3696,3751,
3,0,1,3,3754,6263,6263,6991,6991,0,0,1,0,1,0,0,0,6991,7091,0,7091,7094,
4,0,1,4,7097,9748,9748,10416,10416,0,0,0,0,1,0,0,0,10416,10509,0,0,0,
5,0,0,5,10512,11371,11371,11903,11903,0,0,1,1,0,0,0,0,11903,12003,0,12003,12039,
6,0,1,6,12042,13844,13844,14052,14052,0,0,1,0,1,0,0,0,14052,14152,0,14152,14191,
7,0,1,7,14194,16301,16301,16939,16939,0,0,2,0,1,0,0,0,16939,17039,0,17039,17063,
8,0,0,8,17066,19359,19359,19482,19482,0,0,1,1,0,0,0,0,19482,19582,0,19582,19587,
9,0,0,9,19590,21715,21715,22092,22092,0,0,1,1,0,0,0,0,22092,22192,0,22192,22257,
10,0,1,10,22260,24842,24842,24891,24891,0,0,0,0,1,0,0,0,24891,24991,0,24991,25091,
11,0,1,11,25094,27401,27401,27625,27625,0,0,0,0,1,0,0,0,27625,27725,0,27725,27904,
12,0,0,12,27907,30188,30188,30256,30256,0,0,0,1,0,0,0,0,30256,30356,0,30356,30373,
13,1,1,13,30376,32684,32684,32778,0,32778,0,0,1,0,0,0,0,0,0,0,0,0,
14,0,1,14,32931,33009,33009,33133,33133,0,0,0,0,1,0,0,0,33133,33233,0,33233,33261,
15,0,0,15,33264,35893,35893,36755,36755,0,0,2,1,0,0,0,0,36755,36855,0,36855,36876,
16,0,0,16,36879,40066,40066,40391,40391,0,0,2,1,0,0,0,0,40391,40491,0,40491,40562,
17,0,1,17,40565,42716,42716,42951,42951,0,0,0,0,1,0,0,0,42951,43051,0,43051,43206,
18,1,0,18,43209,45573,45573,46159,0,46159,0,1,0,1,0,0,0,0,0,0,0,0,
19,1,0,19,46312,46543,46543,46670,0,46670,0,0,0,1,0,0,0,0,0,0,0,0,
20,0,1,20,46823,47312,47312,47347,47347,0,0,0,0,1,0,0,0,47347,47447,0,47447,47571,
21,0,1,21,47574,50349,50349,50388,50388,0,0,0,0,1,0,0,0,50388,50488,0,50488,50543,
22,0,0,22,50546,53594,53594,53974,53974,0,0,2,1,0,0,0,0,53974,54074,0,54074,54140,
23,1,0,23,54143,56614,56614,57229,0,57229,0,1,0,1,0,0,0,0,0,0,0,0,
24,1,1,24,57382,57403,57403,57457,0,57457,0,0,1,0,0,0,0,0,0,0,0,0,
25,0,0,25,57610,57985,57985,58162,58162,0,0,1,1,0,0,0,0,58162,58262,0,58262,58295,
26,0,1,26,58298,60560,60560,60601,60601,0,0,0,0,1,0,0,0,60601,60701,0,60701,60725,
27,0,1,27,60728,63644,63644,64067,64067,0,0,0,0,1,0,0,0,64067,64167,0,64167,64213,
28,0,1,28,64216,66733,66733,66763,66763,0,0,0,0,1,0,0,0,66763,66863,0,66863,67014,
29,1,0,29,67017,69838,69838,69928,0,69928,0,0,0,1,0,0,0,0,0,0,0,0,
30,0,0,30,70081,70930,70930,70966,70966,0,0,0,1,0,0,0,0,70966,71066,0,71066,71102,
31,1,0,31,71105,74993,74993,75144,0,75144,0,1,0,1,0,0,0,0,0,0,0,0,
32,0,1,32,75297,76036,76036,76070,76070,0,0,0,0,1,0,0,0,76070,76170,0,76170,76234,
33,1,0,33,76237,78803,78803,79178,0,79178,0,0,0,1,0,0,0,0,0,0,0,0,
34,0,1,34,79331,79385,79385,79474,79474,0,0,0,0,1,0,0,0,79474,79574,0,79574,79605,
35,1,0,35,79608,82218,82218,82816,0,82816,0,2,0,1,0,0,0,0,0,0,0,0,
36,0,1,36,82969,82972,82972,83204,83204,0,0,0,0,1,0,0,0,83204,83304,0,83304,83971,
37,0,1,37,83974,86867,86867,87228,87228,0,0,0,0,1,0,0,0,87228,87328,0,87328,87570,
38,0,1,38,87573,90489,90489,90566,90566,0,0,0,0,1,0,0,0,90566,90666,0,90666,90726,
39,0,1,39,90729,95764,95764,95868,95868,0,0,0,0,1,0,0,0,95868,95968,0,95968,96120,
40,0,1,40,96123,98381,98381,98407,98407,0,0,0,0,1,0,0,0,98407,98507,0,98507,98551,
41,0,1,41,98554,101285,101285,101526,101526,0,0,0,0,1,0,0,0,101526,101626,0,101626,101773,
42,0,0,42,101776,103982,103982,104069,104069,0,0,1,1,0,0,0,0,104069,104169,0,104169,104211,
43,0,1,43,104214,106351,106351,106936,106936,0,0,0,0,1,0,0,0,106936,107036,0,107036,107142,
44,0,1,44,107145,109766,109766,110120,110120,0,0,0,0,1,0,0,0,110120,110220,0,110220,110337,
45,0,1,45,110340,112900,112900,113074,113074,0,0,0,0,1,0,0,0,113074,113174,0,113174,113233,
46,0,1,46,113236,115728,115728,115921,115921,0,0,0,0,1,0,0,0,115921,116021,0,116021,116115,
47,0,1,47,116118,118818,118818,118856,118856,0,0,0,0,1,0,0,0,118856,118956,0,118956,119018,
48,1,0,48,119021,122554,122554,122655,0,122655,0,1,0,1,0,0,0,0,0,0,0,0,
49,0,1,49,122808,122831,122831,123036,123036,0,0,0,0,1,0,0,0,123036,123136,0,123136,123163,
50,0,1,50,123166,125389,125389,125429,125429,0,0,0,0,1,0,0,0,125429,125529,0,125529,125553,
51,0,1,51,125556,127911,127911,128427,128427,0,0,0,0,1,0,0,0,128427,128527,0,128527,128765,
52,2,0,52,128768,131146,131146,132146,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
53,0,0,53,132149,132358,132358,132423,132423,0,0,0,1,0,0,0,0,132423,132523,0,132523,132556,
54,0,0,54,132559,135032,135032,135624,135624,0,0,2,1,0,0,0,0,135624,135724,0,135724,135761,
55,0,1,55,135764,138036,138036,138271,138271,0,0,0,0,1,0,0,0,138271,138371,0,138371,138418,
56,1,0,56,138421,140286,140286,140751,0,140751,0,0,0,1,0,0,0,0,0,0,0,0,
57,0,1,57,140904,140914,140914,141038,141038,0,0,0,0,1,0,0,0,141038,141138,0,141138,141302,
58,1,0,58,141305,143232,143232,143663,0,143663,0,0,0,1,0,0,0,0,0,0,0,0,
59,1,0,59,143816,143820,143820,143848,0,143848,0,0,0,1,0,0,0,0,0,0,0,0,
60,0,1,60,144001,144303,144303,144342,144342,0,0,0,0,1,0,0,0,144342,144442,0,144442,144485,
61,0,0,61,144488,146682,146682,146769,146769,0,0,0,1,0,0,0,0,146769,146869,0,146869,146893,
62,0,0,62,146896,149291,149291,149318,149318,0,0,0,1,0,0,0,0,149318,149418,0,149418,149455,
63,0,0,63,149458,151901,151901,152022,152022,0,0,1,1,0,0,0,0,152022,152122,0,152122,152138,
64,0,0,64,152141,154624,154624,154682,154682,0,0,0,1,0,0,0,0,154682,154782,0,154782,154885,
65,0,0,65,154888,157421,157421,157781,157781,0,0,2,1,0,0,0,0,157781,157881,0,157881,158200,
66,0,1,66,158203,160585,160585,161257,161257,0,0,1,0,1,0,0,0,161257,161357,0,161357,161783,
67,0,0,67,161786,164680,164680,164760,164760,0,0,1,1,0,0,0,0,164760,164860,0,164860,165005,
68,0,0,68,165008,168385,168385,168536,168536,0,0,1,1,0,0,0,0,168536,168636,0,168636,168679,
69,1,1,69,168682,170590,170590,170800,0,170800,0,1,1,0,0,0,0,0,0,0,0,0,
70,1,0,70,170953,171056,171056,171198,0,171198,0,0,0,1,0,0,0,0,0,0,0,0,
71,1,0,71,171351,171386,171386,171552,0,171552,0,0,0,1,0,0,0,0,0,0,0,0,
72,0,0,72,171705,171787,171787,171837,171837,0,0,0,1,0,0,0,0,171837,171937,0,171937,171995,
73,0,1,73,171998,174316,174316,174349,174349,0,0,0,0,1,0,0,0,174349,174449,0,174449,174515,
74,1,0,74,174518,176857,176857,177434,0,177434,0,1,0,1,0,0,0,0,0,0,0,0,
75,0,0,75,177587,177616,177616,177661,177661,0,0,0,1,0,0,0,0,177661,177761,0,177761,177789,
76,0,1,76,177792,180458,180458,180615,180615,0,0,0,0,1,0,0,0,180615,180715,0,180715,180752,
77,0,1,77,180755,184468,184468,184523,184523,0,0,0,0,1,0,0,0,184523,184623,0,184623,184681,
78,0,0,78,184684,187599,187599,188194,188194,0,0,1,1,0,0,0,0,188194,188294,0,188294,188347,
79,0,0,79,188350,190708,190708,190750,190750,0,0,0,1,0,0,0,0,190750,190850,0,190850,190902,
80,128,1,80,190905,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
